,Date,Value,Anomaly,state
7334,196210,3.03,0.22,Indiana
7335,196310,0.45,-2.36,Indiana
7336,196410,0.47,-2.34,Indiana
7337,196510,2.62,-0.19,Indiana
7338,196610,1.55,-1.26,Indiana
7339,196710,4.54,1.73,Indiana
7340,196810,1.46,-1.35,Indiana
7341,196910,3.83,1.02,Indiana
7342,197010,3.92,1.11,Indiana
7343,197110,2.11,-0.70,Indiana
7344,197210,2.54,-0.27,Indiana
7345,197310,2.71,-0.10,Indiana
7346,197410,1.59,-1.22,Indiana
7347,197510,2.83,0.02,Indiana
7348,197610,3.08,0.27,Indiana
7349,197710,3.63,0.82,Indiana
7350,197810,2.78,-0.03,Indiana
7351,197910,2.68,-0.13,Indiana
7352,198010,2.30,-0.51,Indiana
7353,198110,2.54,-0.27,Indiana
7354,198210,1.61,-1.20,Indiana
7355,198310,5.86,3.05,Indiana
7356,198410,3.97,1.16,Indiana
7357,198510,3.91,1.10,Indiana
7358,198610,4.40,1.59,Indiana
7359,198710,1.71,-1.10,Indiana
7360,198810,3.35,0.54,Indiana
7361,198910,1.92,-0.89,Indiana
7362,199010,5.14,2.33,Indiana
7363,199110,5.14,2.33,Indiana
7364,199210,1.68,-1.13,Indiana
7365,199310,3.32,0.51,Indiana
7366,199410,1.40,-1.41,Indiana
7367,199510,2.99,0.18,Indiana
7368,199610,2.22,-0.59,Indiana
7369,199710,1.61,-1.20,Indiana
7370,199810,3.55,0.74,Indiana
7371,199910,2.02,-0.79,Indiana
7372,200010,2.33,-0.48,Indiana
7373,200110,7.75,4.94,Indiana
7374,200210,2.87,0.06,Indiana
7375,200310,2.40,-0.41,Indiana
7376,200410,4.14,1.33,Indiana
7377,200510,1.24,-1.57,Indiana
7378,200610,5.01,2.20,Indiana
7379,200710,3.81,1.00,Indiana
7380,200810,2.23,-0.58,Indiana
7381,200910,6.69,3.88,Indiana
7382,201010,1.17,-1.64,Indiana
7383,201110,3.29,0.48,Indiana
7384,196011,2.39,-0.82,Indiana
7385,196111,3.05,-0.16,Indiana
7386,196211,1.46,-1.75,Indiana
7387,196311,2.03,-1.18,Indiana
7388,196411,2.31,-0.90,Indiana
7389,196511,1.35,-1.86,Indiana
7390,196611,4.66,1.45,Indiana
7391,196711,2.97,-0.24,Indiana
7392,196811,4.51,1.30,Indiana
7393,196911,3.46,0.25,Indiana
7394,197011,2.38,-0.83,Indiana
7395,197111,1.36,-1.85,Indiana
7396,197211,5.25,2.04,Indiana
7397,197311,4.57,1.36,Indiana
7398,197411,3.29,0.08,Indiana
7399,197511,3.24,0.03,Indiana
7400,197611,0.97,-2.24,Indiana
7401,197711,2.83,-0.38,Indiana
7402,197811,3.18,-0.03,Indiana
7403,197911,5.26,2.05,Indiana
7404,198011,1.46,-1.75,Indiana
7405,198111,1.82,-1.39,Indiana
7406,198211,4.96,1.75,Indiana
7407,198311,4.55,1.34,Indiana
7408,198411,4.52,1.31,Indiana
7409,198511,8.20,4.99,Indiana
7410,198611,2.43,-0.78,Indiana
7411,198711,2.75,-0.46,Indiana
7412,198811,5.33,2.12,Indiana
7413,198911,2.76,-0.45,Indiana
7414,199011,3.38,0.17,Indiana
7415,199111,3.16,-0.05,Indiana
7416,199211,5.80,2.59,Indiana
7417,199311,5.43,2.22,Indiana
7418,199411,4.51,1.30,Indiana
7419,199511,2.69,-0.52,Indiana
7420,199611,4.14,0.93,Indiana
7421,199711,2.61,-0.60,Indiana
7422,199811,2.20,-1.01,Indiana
7423,199911,1.06,-2.15,Indiana
7424,200011,2.98,-0.23,Indiana
7425,200111,3.34,0.13,Indiana
7426,200211,2.35,-0.86,Indiana
7427,200311,4.26,1.05,Indiana
7428,200411,4.73,1.52,Indiana
7429,200511,3.91,0.70,Indiana
7430,200611,3.25,0.04,Indiana
7431,200711,2.77,-0.44,Indiana
7432,200811,2.11,-1.10,Indiana
7433,200911,1.46,-1.75,Indiana
7434,201011,5.01,1.80,Indiana
7435,201111,6.21,3.00,Indiana
7436,196012,1.63,-1.12,Indiana
7437,196112,2.69,-0.06,Indiana
7438,196212,1.17,-1.58,Indiana
7439,196312,0.92,-1.83,Indiana
7440,196412,2.94,0.19,Indiana
7441,196512,2.46,-0.29,Indiana
7442,196612,4.97,2.22,Indiana
7443,196712,5.94,3.19,Indiana
7444,196812,3.84,1.09,Indiana
7445,196912,1.92,-0.83,Indiana
7446,197012,1.84,-0.91,Indiana
7447,197112,4.69,1.94,Indiana
7448,197212,3.84,1.09,Indiana
7449,197312,3.83,1.08,Indiana
7450,197412,2.78,0.03,Indiana
7451,197512,3.49,0.74,Indiana
7452,197612,0.58,-2.17,Indiana
7453,197712,3.79,1.04,Indiana
7454,197812,3.90,1.15,Indiana
7455,197912,2.49,-0.26,Indiana
7456,198012,1.53,-1.22,Indiana
7457,198112,2.82,0.07,Indiana
7458,198212,5.49,2.74,Indiana
7459,198312,3.74,0.99,Indiana
7460,198412,3.94,1.19,Indiana
7461,198512,2.37,-0.38,Indiana
7462,198612,1.94,-0.81,Indiana
7463,198712,4.54,1.79,Indiana
7464,198812,2.54,-0.21,Indiana
7465,198912,1.48,-1.27,Indiana
7466,199012,7.02,4.27,Indiana
7467,199112,2.43,-0.32,Indiana
7468,199212,2.04,-0.71,Indiana
7469,199312,2.12,-0.63,Indiana
7470,199412,2.44,-0.31,Indiana
7471,199512,2.02,-0.73,Indiana
7472,199612,3.45,0.70,Indiana
7473,199712,2.00,-0.75,Indiana
7474,199812,2.04,-0.71,Indiana
7475,199912,3.18,0.43,Indiana
7476,200012,3.01,0.26,Indiana
7477,200112,3.62,0.87,Indiana
7478,200212,2.86,0.11,Indiana
7479,200312,2.68,-0.07,Indiana
7480,200412,2.57,-0.18,Indiana
7481,200512,2.15,-0.60,Indiana
7482,200612,4.83,2.08,Indiana
7483,200712,5.06,2.31,Indiana
7484,200812,5.02,2.27,Indiana
7485,200912,3.10,0.35,Indiana
7486,201012,1.44,-1.31,Indiana
7487,201112,4.58,1.83,Indiana
7488,196001,2.19,1.21,Iowa
7489,196101,0.27,-0.71,Iowa
7490,196201,0.64,-0.34,Iowa
7491,196301,0.65,-0.33,Iowa
7492,196401,0.40,-0.58,Iowa
7493,196501,1.38,0.40,Iowa
7494,196601,0.96,-0.02,Iowa
7495,196701,1.17,0.19,Iowa
7496,196801,0.62,-0.36,Iowa
7497,196901,1.77,0.79,Iowa
7498,197001,0.27,-0.71,Iowa
7499,197101,1.09,0.11,Iowa
7500,197201,0.47,-0.51,Iowa
7501,197301,1.73,0.75,Iowa
7502,197401,1.21,0.23,Iowa
7503,197501,1.53,0.55,Iowa
7504,197601,0.23,-0.75,Iowa
7505,197701,0.50,-0.48,Iowa
7506,197801,0.59,-0.39,Iowa
7507,197901,1.66,0.68,Iowa
7508,198001,1.30,0.32,Iowa
7509,198101,0.10,-0.88,Iowa
7510,198201,1.78,0.80,Iowa
7511,198301,0.70,-0.28,Iowa
7512,198401,0.51,-0.47,Iowa
7513,198501,0.64,-0.34,Iowa
7514,198601,0.22,-0.76,Iowa
7515,198701,0.32,-0.66,Iowa
7516,198801,0.76,-0.22,Iowa
7517,198901,0.92,-0.06,Iowa
7518,199001,0.88,-0.10,Iowa
7519,199101,0.77,-0.21,Iowa
7520,199201,1.00,0.02,Iowa
7521,199301,1.18,0.20,Iowa
7522,199401,1.06,0.08,Iowa
7523,199501,0.82,-0.16,Iowa
7524,199601,1.84,0.86,Iowa
7525,199701,0.96,-0.02,Iowa
7526,199801,1.05,0.07,Iowa
7527,199901,1.29,0.31,Iowa
7528,200001,0.73,-0.25,Iowa
7529,200101,1.42,0.44,Iowa
7530,200201,0.40,-0.58,Iowa
7531,200301,0.39,-0.59,Iowa
7532,200401,0.96,-0.02,Iowa
7533,200501,1.31,0.33,Iowa
7534,200601,0.99,0.01,Iowa
7535,200701,0.91,-0.07,Iowa
7536,200801,0.68,-0.30,Iowa
7537,200901,0.68,-0.30,Iowa
7538,201001,1.30,0.32,Iowa
7539,201101,0.94,-0.04,Iowa
7540,196002,1.17,0.20,Iowa
7541,196102,1.70,0.73,Iowa
7542,196202,2.04,1.07,Iowa
7543,196302,0.56,-0.41,Iowa
7544,196402,0.31,-0.66,Iowa
7545,196502,1.29,0.32,Iowa
7546,196602,0.72,-0.25,Iowa
7547,196702,0.55,-0.42,Iowa
7548,196802,0.18,-0.79,Iowa
7549,196902,0.98,0.01,Iowa
7550,197002,0.17,-0.80,Iowa
7551,197102,2.42,1.45,Iowa
7552,197202,0.71,-0.26,Iowa
7553,197302,1.33,0.36,Iowa
7554,197402,0.67,-0.30,Iowa
7555,197502,1.14,0.17,Iowa
7556,197602,1.48,0.51,Iowa
7557,197702,0.51,-0.46,Iowa
7558,197802,0.78,-0.19,Iowa
7559,197902,0.52,-0.45,Iowa
7560,198002,0.74,-0.23,Iowa
7561,198102,1.41,0.44,Iowa
7562,198202,0.40,-0.57,Iowa
7563,198302,1.24,0.27,Iowa
7564,198402,0.92,-0.05,Iowa
7565,198502,1.12,0.15,Iowa
7566,198602,1.24,0.27,Iowa
7567,198702,0.26,-0.71,Iowa
7568,198802,0.47,-0.50,Iowa
7569,198902,0.54,-0.43,Iowa
7570,199002,0.67,-0.30,Iowa
7571,199102,0.30,-0.67,Iowa
7572,199202,1.29,0.32,Iowa
7573,199302,1.15,0.18,Iowa
7574,199402,1.18,0.21,Iowa
7575,199502,0.32,-0.65,Iowa
7576,199602,0.27,-0.70,Iowa
7577,199702,1.68,0.71,Iowa
7578,199802,1.63,0.66,Iowa
7579,199902,0.91,-0.06,Iowa
7580,200002,1.37,0.40,Iowa
7581,200102,2.16,1.19,Iowa
7582,200202,0.89,-0.08,Iowa
7583,200302,0.82,-0.15,Iowa
7584,200402,1.17,0.20,Iowa
7585,200502,1.52,0.55,Iowa
7586,200602,0.32,-0.65,Iowa
7587,200702,1.68,0.71,Iowa
7588,200802,1.71,0.74,Iowa
7589,200902,0.79,-0.18,Iowa
7590,201002,0.96,-0.01,Iowa
7591,201102,1.39,0.42,Iowa
7592,196003,1.54,-0.47,Iowa
7593,196103,4.22,2.21,Iowa
7594,196203,1.64,-0.37,Iowa
7595,196303,2.58,0.57,Iowa
7596,196403,1.49,-0.52,Iowa
7597,196503,2.81,0.80,Iowa
7598,196603,1.83,-0.18,Iowa
7599,196703,1.60,-0.41,Iowa
7600,196803,0.92,-1.09,Iowa
7601,196903,1.09,-0.92,Iowa
7602,197003,2.20,0.19,Iowa
7603,197103,0.91,-1.10,Iowa
7604,197203,1.31,-0.70,Iowa
7605,197303,3.97,1.96,Iowa
7606,197403,1.71,-0.30,Iowa
7607,197503,2.14,0.13,Iowa
7608,197603,3.41,1.40,Iowa
7609,197703,3.90,1.89,Iowa
7610,197803,0.71,-1.30,Iowa
7611,197903,3.74,1.73,Iowa
7612,198003,1.02,-0.99,Iowa
7613,198103,0.75,-1.26,Iowa
7614,198203,2.69,0.68,Iowa
7615,198303,3.24,1.23,Iowa
7616,198403,1.85,-0.16,Iowa
7617,198503,2.62,0.61,Iowa
7618,198603,2.11,0.10,Iowa
7619,198703,3.17,1.16,Iowa
7620,198803,0.79,-1.22,Iowa
7621,198903,0.90,-1.11,Iowa
7622,199003,4.30,2.29,Iowa
7623,199103,4.19,2.18,Iowa
7624,199203,2.21,0.20,Iowa
7625,199303,2.75,0.74,Iowa
7626,199403,0.20,-1.81,Iowa
7627,199503,2.57,0.56,Iowa
7628,199603,1.38,-0.63,Iowa
7629,199703,1.32,-0.69,Iowa
7630,199803,3.65,1.64,Iowa
7631,199903,0.98,-1.03,Iowa
7632,200003,1.00,-1.01,Iowa
7633,200103,1.30,-0.71,Iowa
7634,200203,1.16,-0.85,Iowa
7635,200303,1.15,-0.86,Iowa
7636,200403,3.75,1.74,Iowa
7637,200503,1.05,-0.96,Iowa
7638,200603,3.17,1.16,Iowa
7639,200703,2.86,0.85,Iowa
7640,200803,1.26,-0.75,Iowa
7641,200903,2.97,0.96,Iowa
7642,201003,1.72,-0.29,Iowa
7643,201103,1.50,-0.51,Iowa
7644,196004,3.27,0.26,Iowa
7645,196104,1.99,-1.02,Iowa
7646,196204,1.80,-1.21,Iowa
7647,196304,3.13,0.12,Iowa
7648,196404,5.13,2.12,Iowa
7649,196504,4.60,1.59,Iowa
7650,196604,1.93,-1.08,Iowa
7651,196704,3.34,0.33,Iowa
7652,196804,4.39,1.38,Iowa
7653,196904,3.37,0.36,Iowa
7654,197004,2.31,-0.70,Iowa
7655,197104,1.37,-1.64,Iowa
7656,197204,3.58,0.57,Iowa
7657,197304,4.63,1.62,Iowa
7658,197404,3.34,0.33,Iowa
7659,197504,3.82,0.81,Iowa
7660,197604,4.59,1.58,Iowa
7661,197704,2.53,-0.48,Iowa
7662,197804,4.64,1.63,Iowa
7663,197904,3.05,0.04,Iowa
7664,198004,1.44,-1.57,Iowa
7665,198104,3.41,0.40,Iowa
7666,198204,2.46,-0.55,Iowa
7667,198304,2.91,-0.10,Iowa
7668,198404,5.76,2.75,Iowa
7669,198504,2.34,-0.67,Iowa
7670,198604,4.57,1.56,Iowa
7671,198704,1.92,-1.09,Iowa
7672,198804,1.91,-1.10,Iowa
7673,198904,2.09,-0.92,Iowa
7674,199004,2.26,-0.75,Iowa
7675,199104,5.83,2.82,Iowa
7676,199204,3.60,0.59,Iowa
7677,199304,3.65,0.64,Iowa
7678,199404,2.41,-0.60,Iowa
7679,199504,4.90,1.89,Iowa
7680,199604,1.63,-1.38,Iowa
7681,199704,2.63,-0.38,Iowa
7682,199804,3.94,0.93,Iowa
7683,199904,6.26,3.25,Iowa
7684,200004,2.03,-0.98,Iowa
7685,200104,3.60,0.59,Iowa
7686,200204,3.62,0.61,Iowa
7687,200304,3.25,0.24,Iowa
7688,200404,1.85,-1.16,Iowa
7689,200504,3.45,0.44,Iowa
7690,200604,4.30,1.29,Iowa
7691,200704,4.57,1.56,Iowa
7692,200804,5.86,2.85,Iowa
7693,200904,3.60,0.59,Iowa
7694,201004,3.70,0.69,Iowa
7695,201104,3.81,0.80,Iowa
7696,196005,5.89,1.97,Iowa
7697,196105,2.40,-1.52,Iowa
7698,196205,5.55,1.63,Iowa
7699,196305,2.86,-1.06,Iowa
7700,196405,4.01,0.09,Iowa
7701,196505,4.76,0.84,Iowa
7702,196605,3.87,-0.05,Iowa
7703,196705,2.74,-1.18,Iowa
7704,196805,2.69,-1.23,Iowa
7705,196905,3.82,-0.10,Iowa
7706,197005,4.95,1.03,Iowa
7707,197105,3.57,-0.35,Iowa
7708,197205,4.57,0.65,Iowa
7709,197305,6.04,2.12,Iowa
7710,197405,6.27,2.35,Iowa
7711,197505,3.30,-0.62,Iowa
7712,197605,3.20,-0.72,Iowa
7713,197705,2.77,-1.15,Iowa
7714,197805,3.76,-0.16,Iowa
7715,197905,2.91,-1.01,Iowa
7716,198005,2.83,-1.09,Iowa
7717,198105,2.54,-1.38,Iowa
7718,198205,7.03,3.11,Iowa
7719,198305,4.69,0.77,Iowa
7720,198405,4.76,0.84,Iowa
7721,198505,2.80,-1.12,Iowa
7722,198605,5.62,1.70,Iowa
7723,198705,3.97,0.05,Iowa
7724,198805,1.77,-2.15,Iowa
7725,198905,2.57,-1.35,Iowa
7726,199005,5.73,1.81,Iowa
7727,199105,5.19,1.27,Iowa
7728,199205,1.75,-2.17,Iowa
7729,199305,5.60,1.68,Iowa
7730,199405,2.05,-1.87,Iowa
7731,199505,5.88,1.96,Iowa
7732,199605,7.34,3.42,Iowa
7733,199705,4.03,0.11,Iowa
7734,199805,4.30,0.38,Iowa
7735,199905,4.89,0.97,Iowa
7736,200005,3.60,-0.32,Iowa
7737,200105,7.04,3.12,Iowa
7738,200205,4.10,0.18,Iowa
7739,200305,4.61,0.69,Iowa
7740,200405,7.74,3.82,Iowa
7741,200505,3.85,-0.07,Iowa
7742,200605,2.44,-1.48,Iowa
7743,200705,5.35,1.43,Iowa
7744,200805,5.67,1.75,Iowa
7745,200905,3.64,-0.28,Iowa
7746,201005,4.19,0.27,Iowa
7747,201105,5.00,1.08,Iowa
7748,196006,4.29,-0.41,Iowa
7749,196106,3.38,-1.32,Iowa
7750,196206,3.08,-1.62,Iowa
7751,196306,2.66,-2.04,Iowa
7752,196406,5.04,0.34,Iowa
7753,196506,3.94,-0.76,Iowa
7754,196606,5.63,0.93,Iowa
7755,196706,8.59,3.89,Iowa
7756,196806,4.72,0.02,Iowa
7757,196906,7.19,2.49,Iowa
7758,197006,3.13,-1.57,Iowa
7759,197106,4.50,-0.20,Iowa
7760,197206,3.70,-1.00,Iowa
7761,197306,3.49,-1.21,Iowa
7762,197406,4.70,0.00,Iowa
7763,197506,5.38,0.68,Iowa
7764,197606,3.25,-1.45,Iowa
7765,197706,2.67,-2.03,Iowa
7766,197806,4.25,-0.45,Iowa
7767,197906,4.11,-0.59,Iowa
7768,198006,4.77,0.07,Iowa
7769,198106,5.43,0.73,Iowa
7770,198206,3.30,-1.40,Iowa
7771,198306,5.41,0.71,Iowa
7772,198406,6.65,1.95,Iowa
7773,198506,2.96,-1.74,Iowa
7774,198606,4.65,-0.05,Iowa
7775,198706,2.54,-2.16,Iowa
7776,198806,1.72,-2.98,Iowa
7777,198906,3.36,-1.34,Iowa
7778,199006,7.96,3.26,Iowa
7779,199106,4.14,-0.56,Iowa
7780,199206,1.89,-2.81,Iowa
7781,199306,8.00,3.30,Iowa
7782,199406,6.23,1.53,Iowa
7783,199506,3.73,-0.97,Iowa
7784,199606,5.07,0.37,Iowa
7785,199706,4.38,-0.32,Iowa
7786,199806,7.91,3.21,Iowa
7787,199906,5.29,0.59,Iowa
7788,200006,6.56,1.86,Iowa
7789,200106,4.07,-0.63,Iowa
7790,200206,3.51,-1.19,Iowa
7791,200306,4.48,-0.22,Iowa
7792,200406,3.55,-1.15,Iowa
7793,200506,5.25,0.55,Iowa
7794,200606,2.49,-2.21,Iowa
7795,200706,3.38,-1.32,Iowa
7796,200806,8.88,4.18,Iowa
7797,200906,5.29,0.59,Iowa
7798,201006,10.28,5.58,Iowa
7799,201106,6.19,1.49,Iowa
7800,196007,2.81,-1.07,Iowa
7801,196107,5.54,1.66,Iowa
7802,196207,6.20,2.32,Iowa
7803,196307,5.51,1.63,Iowa
7804,196407,4.04,0.16,Iowa
7805,196507,3.40,-0.48,Iowa
7806,196607,3.28,-0.60,Iowa
7807,196707,2.15,-1.73,Iowa
7808,196807,4.33,0.45,Iowa
7809,196907,6.26,2.38,Iowa
7810,197007,3.54,-0.34,Iowa
7811,197107,3.43,-0.45,Iowa
7812,197207,5.67,1.79,Iowa
7813,197307,5.22,1.34,Iowa
7814,197407,2.29,-1.59,Iowa
7815,197507,0.96,-2.92,Iowa
7816,197607,2.55,-1.33,Iowa
7817,197707,3.99,0.11,Iowa
7818,197807,5.87,1.99,Iowa
7819,197907,4.73,0.85,Iowa
7820,198007,2.56,-1.32,Iowa
7821,198107,4.92,1.04,Iowa
7822,198207,6.21,2.33,Iowa
7823,198307,2.64,-1.24,Iowa
7824,198407,4.02,0.14,Iowa
7825,198507,2.81,-1.07,Iowa
7826,198607,5.05,1.17,Iowa
7827,198707,5.21,1.33,Iowa
7828,198807,2.26,-1.62,Iowa
7829,198907,3.34,-0.54,Iowa
7830,199007,6.37,2.49,Iowa
7831,199107,2.32,-1.56,Iowa
7832,199207,8.55,4.67,Iowa
7833,199307,10.45,6.57,Iowa
7834,199407,3.89,0.01,Iowa
7835,199507,3.46,-0.42,Iowa
7836,199607,3.20,-0.68,Iowa
7837,199707,2.95,-0.93,Iowa
7838,199807,3.16,-0.72,Iowa
7839,199907,5.21,1.33,Iowa
7840,200007,4.09,0.21,Iowa
7841,200107,3.12,-0.76,Iowa
7842,200207,4.24,0.36,Iowa
7843,200307,4.11,0.23,Iowa
7844,200407,4.33,0.45,Iowa
7845,200507,3.27,-0.61,Iowa
7846,200607,3.22,-0.66,Iowa
7847,200707,3.38,-0.50,Iowa
7848,200807,5.88,2.00,Iowa
7849,200907,4.62,0.74,Iowa
7850,201007,7.89,4.01,Iowa
7851,201107,3.40,-0.48,Iowa
7852,196008,5.37,1.49,Iowa
7853,196108,3.04,-0.84,Iowa
7854,196208,4.18,0.30,Iowa
7855,196308,3.80,-0.08,Iowa
7856,196408,3.85,-0.03,Iowa
7857,196508,4.19,0.31,Iowa
7858,196608,2.51,-1.37,Iowa
7859,196708,2.65,-1.23,Iowa
7860,196808,3.55,-0.33,Iowa
7861,196908,2.62,-1.26,Iowa
7862,197008,3.98,0.10,Iowa
7863,197108,1.24,-2.64,Iowa
7864,197208,4.32,0.44,Iowa
7865,197308,2.74,-1.14,Iowa
7866,197408,4.77,0.89,Iowa
7867,197508,5.12,1.24,Iowa
7868,197608,1.48,-2.40,Iowa
7869,197708,8.20,4.32,Iowa
7870,197808,3.29,-0.59,Iowa
7871,197908,6.10,2.22,Iowa
7872,198008,7.82,3.94,Iowa
7873,198108,5.15,1.27,Iowa
7874,198208,4.50,0.62,Iowa
7875,198308,2.43,-1.45,Iowa
7876,198408,0.99,-2.89,Iowa
7877,198508,3.88,0.00,Iowa
7878,198608,3.92,0.04,Iowa
7879,198708,7.66,3.78,Iowa
7880,198808,4.13,0.25,Iowa
7881,198908,3.58,-0.30,Iowa
7882,199008,4.32,0.44,Iowa
7883,199108,3.45,-0.43,Iowa
7884,199208,2.55,-1.33,Iowa
7885,199308,8.25,4.37,Iowa
7886,199408,3.62,-0.26,Iowa
7887,199508,3.52,-0.36,Iowa
7888,199608,3.79,-0.09,Iowa
7889,199708,2.76,-1.12,Iowa
7890,199808,5.01,1.13,Iowa
7891,199908,3.11,-0.77,Iowa
7892,200008,2.62,-1.26,Iowa
7893,200108,2.97,-0.91,Iowa
7894,200208,5.81,1.93,Iowa
7895,200308,1.03,-2.85,Iowa
7896,200408,4.56,0.68,Iowa
7897,200508,3.02,-0.86,Iowa
7898,200608,5.75,1.87,Iowa
7899,200708,9.69,5.81,Iowa
7900,200808,1.96,-1.92,Iowa
7901,200908,5.75,1.87,Iowa
7902,201008,4.83,0.95,Iowa
7903,201108,3.02,-0.86,Iowa
7904,196009,3.53,-0.04,Iowa
7905,196109,7.26,3.69,Iowa
7906,196209,2.17,-1.40,Iowa
7907,196309,2.47,-1.10,Iowa
7908,196409,4.56,0.99,Iowa
7909,196509,9.84,6.27,Iowa
7910,196609,1.43,-2.14,Iowa
7911,196709,2.61,-0.96,Iowa
7912,196809,4.66,1.09,Iowa
7913,196909,2.34,-1.23,Iowa
7914,197009,6.10,2.53,Iowa
7915,197109,2.42,-1.15,Iowa
7916,197209,5.61,2.04,Iowa
7917,197309,6.92,3.35,Iowa
7918,197409,1.59,-1.98,Iowa
7919,197509,2.14,-1.43,Iowa
7920,197609,1.47,-2.10,Iowa
7921,197709,4.69,1.12,Iowa
7922,197809,5.51,1.94,Iowa
7923,197909,1.46,-2.11,Iowa
7924,198009,3.13,-0.44,Iowa
7925,198109,2.59,-0.98,Iowa
7926,198209,3.41,-0.16,Iowa
7927,198309,4.10,0.53,Iowa
7928,198409,2.07,-1.50,Iowa
7929,198509,5.31,1.74,Iowa
7930,198609,6.79,3.22,Iowa
7931,198709,2.58,-0.99,Iowa
7932,198809,3.61,0.04,Iowa
7933,198909,4.84,1.27,Iowa
7934,199009,1.39,-2.18,Iowa
7935,199109,2.79,-0.78,Iowa
7936,199209,5.58,2.01,Iowa
7937,199309,3.69,0.12,Iowa
7938,199409,3.58,0.01,Iowa
7939,199509,2.96,-0.61,Iowa
7940,199609,2.88,-0.69,Iowa
7941,199709,3.11,-0.46,Iowa
7942,199809,2.06,-1.51,Iowa
7943,199909,1.84,-1.73,Iowa
7944,200009,2.11,-1.46,Iowa
7945,200109,4.07,0.50,Iowa
7946,200209,1.71,-1.86,Iowa
7947,200309,3.11,-0.46,Iowa
7948,200409,2.66,-0.91,Iowa
7949,200509,3.29,-0.28,Iowa
7950,200609,4.22,0.65,Iowa
7951,200709,2.87,-0.70,Iowa
7952,200809,4.16,0.59,Iowa
7953,200909,1.73,-1.84,Iowa
7954,201009,5.40,1.83,Iowa
7955,201109,1.68,-1.89,Iowa
7956,196010,2.18,-0.14,Iowa
7957,196110,3.01,0.69,Iowa
7958,196210,2.81,0.49,Iowa
7959,196310,1.08,-1.24,Iowa
7960,196410,0.28,-2.04,Iowa
7961,196510,1.06,-1.26,Iowa
7962,196610,1.61,-0.71,Iowa
7963,196710,3.15,0.83,Iowa
7964,196810,3.48,1.16,Iowa
7965,196910,3.61,1.29,Iowa
7966,197010,4.06,1.74,Iowa
7967,197110,3.61,1.29,Iowa
7968,197210,3.10,0.78,Iowa
7969,197310,2.57,0.25,Iowa
7970,197410,2.90,0.58,Iowa
7971,197510,0.31,-2.01,Iowa
7972,197610,1.53,-0.79,Iowa
7973,197710,4.12,1.80,Iowa
7974,197810,1.31,-1.01,Iowa
7975,197910,3.68,1.36,Iowa
7976,198010,1.96,-0.36,Iowa
7977,198110,2.54,0.22,Iowa
7978,198210,3.33,1.01,Iowa
7979,198310,3.37,1.05,Iowa
7980,198410,5.25,2.93,Iowa
7981,198510,3.16,0.84,Iowa
7982,198610,3.77,1.45,Iowa
7983,198710,0.78,-1.54,Iowa
7984,198810,0.65,-1.67,Iowa
7985,198910,1.92,-0.40,Iowa
7986,199010,1.88,-0.44,Iowa
7987,199110,2.92,0.60,Iowa
7988,199210,1.63,-0.69,Iowa
7989,199310,1.31,-1.01,Iowa
7990,199410,1.93,-0.39,Iowa
7991,199510,2.00,-0.32,Iowa
7992,199610,2.74,0.42,Iowa
7993,199710,3.37,1.05,Iowa
7994,199810,4.83,2.51,Iowa
7995,199910,0.77,-1.55,Iowa
7996,200010,1.80,-0.52,Iowa
7997,200110,2.46,0.14,Iowa
7998,200210,3.58,1.26,Iowa
7999,200310,1.00,-1.32,Iowa
8000,200410,2.05,-0.27,Iowa
8001,200510,0.91,-1.41,Iowa
8002,200610,1.64,-0.68,Iowa
8003,200710,5.10,2.78,Iowa
8004,200810,3.26,0.94,Iowa
8005,200910,6.35,4.03,Iowa
8006,201010,0.91,-1.41,Iowa
8007,201110,0.74,-1.58,Iowa
8008,196011,0.95,-0.87,Iowa
8009,196111,2.96,1.14,Iowa
8010,196211,0.56,-1.26,Iowa
8011,196311,1.35,-0.47,Iowa
8012,196411,1.20,-0.62,Iowa
8013,196511,1.30,-0.52,Iowa
8014,196611,0.49,-1.33,Iowa
8015,196711,0.67,-1.15,Iowa
8016,196811,1.19,-0.63,Iowa
8017,196911,0.27,-1.55,Iowa
8018,197011,1.69,-0.13,Iowa
8019,197111,3.08,1.26,Iowa
8020,197211,2.28,0.46,Iowa
8021,197311,2.25,0.43,Iowa
8022,197411,1.41,-0.41,Iowa
8023,197511,3.47,1.65,Iowa
8024,197611,0.10,-1.72,Iowa
8025,197711,1.65,-0.17,Iowa
8026,197811,2.41,0.59,Iowa
8027,197911,1.85,0.03,Iowa
8028,198011,0.43,-1.39,Iowa
8029,198111,2.05,0.23,Iowa
8030,198211,2.93,1.11,Iowa
8031,198311,4.68,2.86,Iowa
8032,198411,2.04,0.22,Iowa
8033,198511,2.24,0.42,Iowa
8034,198611,1.15,-0.67,Iowa
8035,198711,2.64,0.82,Iowa
8036,198811,2.61,0.79,Iowa
8037,198911,0.27,-1.55,Iowa
8038,199011,1.65,-0.17,Iowa
8039,199111,4.36,2.54,Iowa
8040,199211,4.38,2.56,Iowa
8041,199311,1.09,-0.73,Iowa
8042,199411,2.21,0.39,Iowa
8043,199511,1.70,-0.12,Iowa
8044,199611,2.65,0.83,Iowa
8045,199711,1.02,-0.80,Iowa
8046,199811,1.61,-0.21,Iowa
8047,199911,1.02,-0.80,Iowa
8048,200011,2.15,0.33,Iowa
8049,200111,1.55,-0.27,Iowa
