Unmaned:0,Date,Value,Anomaly,state
1504,200804,28.9,2.6,New Hampshire
1505,200904,27.1,0.8,New Hampshire
1506,201004,32.5,6.2,New Hampshire
1507,201104,26.8,0.5,New Hampshire
1508,196004,37.1,-0.5,Nevada
1509,196104,39,1.4,Nevada
1510,196204,36.5,-1.1,Nevada
1511,196304,37.3,-0.3,Nevada
1512,196404,34.4,-3.2,Nevada
1513,196504,38.1,0.5,Nevada
1514,196604,37,-0.6,Nevada
1515,196704,36.9,-0.7,Nevada
1516,196804,39.1,1.5,Nevada
1517,196904,36.9,-0.7,Nevada
1518,197004,37.8,0.2,Nevada
1519,197104,37.9,0.3,Nevada
1520,197204,39.2,1.6,Nevada
1521,197304,35.5,-2.1,Nevada
1522,197404,37.4,-0.2,Nevada
1523,197504,34.7,-2.9,Nevada
1524,197604,37.5,-0.1,Nevada
1525,197704,37.7,0.1,Nevada
1526,197804,39.8,2.2,Nevada
1527,197904,36,-1.6,Nevada
1528,198004,39.3,1.7,Nevada
1529,198104,40.5,2.9,Nevada
1530,198204,36.2,-1.4,Nevada
1531,198304,37.9,0.3,Nevada
1532,198404,36.6,-1,Nevada
1533,198504,36.3,-1.3,Nevada
1534,198604,42.6,5,Nevada
1535,198704,38.6,1,Nevada
1536,198804,38.2,0.6,Nevada
1537,198904,38.1,0.5,Nevada
1538,199004,39.4,1.8,Nevada
1539,199104,38,0.4,Nevada
1540,199204,41.7,4.1,Nevada
1541,199304,37,-0.6,Nevada
1542,199404,40,2.4,Nevada
1543,199504,40.4,2.8,Nevada
1544,199604,40.5,2.9,Nevada
1545,199704,39.2,1.6,Nevada
1546,199804,38.2,0.6,Nevada
1547,199904,38.5,0.9,Nevada
1548,200004,41.5,3.9,Nevada
1549,200104,37.8,0.2,Nevada
1550,200204,38.4,0.8,Nevada
1551,200304,40.4,2.8,Nevada
1552,200404,40,2.4,Nevada
1553,200504,38.8,1.2,Nevada
1554,200604,38.2,0.6,Nevada
1555,200704,39.8,2.2,Nevada
1556,200804,36.9,-0.7,Nevada
1557,200904,39,1.4,Nevada
1558,201004,38.2,0.6,Nevada
1559,201104,37.7,0.1,Nevada
1560,196004,18.7,-2.4,North Dakota
1561,196104,24.7,3.6,North Dakota
1562,196204,18.8,-2.3,North Dakota
1563,196304,22.3,1.2,North Dakota
1564,196404,24.4,3.3,North Dakota
1565,196504,15.8,-5.3,North Dakota
1566,196604,17.1,-4,North Dakota
1567,196704,20.2,-0.9,North Dakota
1568,196804,23.3,2.2,North Dakota
1569,196904,17.5,-3.6,North Dakota
1570,197004,17.3,-3.8,North Dakota
1571,197104,19.9,-1.2,North Dakota
1572,197204,17.9,-3.2,North Dakota
1573,197304,27.3,6.2,North Dakota
1574,197404,20.5,-0.6,North Dakota
1575,197504,18.7,-2.4,North Dakota
1576,197604,25.3,4.2,North Dakota
1577,197704,25.1,4,North Dakota
1578,197804,16.9,-4.2,North Dakota
1579,197904,12.1,-9,North Dakota
1580,198004,22.3,1.2,North Dakota
1581,198104,29.3,8.2,North Dakota
1582,198204,15.7,-5.4,North Dakota
1583,198304,27,5.9,North Dakota
1584,198404,26.6,5.5,North Dakota
1585,198504,23.8,2.7,North Dakota
1586,198604,26.4,5.3,North Dakota
1587,198704,31,9.9,North Dakota
1588,198804,23.2,2.1,North Dakota
1589,198904,19.5,-1.6,North Dakota
1590,199004,28.4,7.3,North Dakota
1591,199104,26.8,5.7,North Dakota
1592,199204,29.5,8.4,North Dakota
1593,199304,21.3,0.2,North Dakota
1594,199404,18.4,-2.7,North Dakota
1595,199504,21.9,0.8,North Dakota
1596,199604,17.1,-4,North Dakota
1597,199704,19.3,-1.8,North Dakota
1598,199804,26.7,5.6,North Dakota
1599,199904,25.9,4.8,North Dakota
1600,200004,27.8,6.7,North Dakota
1601,200104,23.1,2,North Dakota
1602,200204,23.9,2.8,North Dakota
1603,200304,21.8,0.7,North Dakota
1604,200404,23.3,2.2,North Dakota
1605,200504,25.6,4.5,North Dakota
1606,200604,29.2,8.1,North Dakota
1607,200704,23.7,2.6,North Dakota
1608,200804,21.6,0.5,North Dakota
1609,200904,18.9,-2.2,North Dakota
1610,201004,24.5,3.4,North Dakota
1611,201104,18.7,-2.4,North Dakota
1612,196004,34.2,-1.7,Ohio
1613,196104,35.4,-0.5,Ohio
1614,196204,34.1,-1.8,Ohio
1615,196304,32.8,-3.1,Ohio
1616,196404,36.3,0.4,Ohio
1617,196504,34.1,-1.8,Ohio
1618,196604,34.6,-1.3,Ohio
1619,196704,36.9,1,Ohio
1620,196804,34.3,-1.6,Ohio
1621,196904,35,-0.9,Ohio
1622,197004,33.1,-2.8,Ohio
1623,197104,33.4,-2.5,Ohio
1624,197204,34.6,-1.3,Ohio
1625,197304,38.6,2.7,Ohio
1626,197404,38.1,2.2,Ohio
1627,197504,35.6,-0.3,Ohio
1628,197604,38.9,3,Ohio
1629,197704,33.6,-2.3,Ohio
1630,197804,28.9,-7,Ohio
1631,197904,32,-3.9,Ohio
1632,198004,33.2,-2.7,Ohio
1633,198104,35.5,-0.4,Ohio
1634,198204,32.7,-3.2,Ohio
1635,198304,37.6,1.7,Ohio
1636,198404,34.2,-1.7,Ohio
1637,198504,35.9,0,Ohio
1638,198604,37.9,2,Ohio
1639,198704,38.1,2.2,Ohio
1640,198804,35.2,-0.7,Ohio
1641,198904,37.4,1.5,Ohio
1642,199004,41.5,5.6,Ohio
1643,199104,39.5,3.6,Ohio
1644,199204,38.3,2.4,Ohio
1645,199304,35.8,-0.1,Ohio
1646,199404,34.3,-1.6,Ohio
1647,199504,36.3,0.4,Ohio
1648,199604,34,-1.9,Ohio
1649,199704,37,1.1,Ohio
1650,199804,41.8,5.9,Ohio
1651,199904,37.8,1.9,Ohio
1652,200004,39.1,3.2,Ohio
1653,200104,37.9,2,Ohio
1654,200204,40.2,4.3,Ohio
1655,200304,35,-0.9,Ohio
1656,200404,36.8,0.9,Ohio
1657,200504,37.5,1.6,Ohio
1658,200604,40.9,5,Ohio
1659,200704,36.2,0.3,Ohio
1660,200804,36.8,0.9,Ohio
1661,200904,36.4,0.5,Ohio
1662,201004,37.1,1.2,Ohio
1663,201104,36.4,0.5,Ohio
1664,196004,43.2,-3.4,Oklahoma
1665,196104,46.7,0.1,Oklahoma
1666,196204,45.4,-1.2,Oklahoma
1667,196304,46.8,0.2,Oklahoma
1668,196404,46.9,0.3,Oklahoma
1669,196504,45.8,-0.8,Oklahoma
1670,196604,44.9,-1.7,Oklahoma
1671,196704,50.1,3.5,Oklahoma
1672,196804,45.7,-0.9,Oklahoma
1673,196904,45.4,-1.2,Oklahoma
1674,197004,44.6,-2,Oklahoma
1675,197104,46,-0.6,Oklahoma
1676,197204,48.7,2.1,Oklahoma
1677,197304,45.1,-1.5,Oklahoma
1678,197404,48.6,2,Oklahoma
1679,197504,45,-1.6,Oklahoma
1680,197604,50.1,3.5,Oklahoma
1681,197704,46.6,0,Oklahoma
1682,197804,41.2,-5.4,Oklahoma
1683,197904,41.3,-5.3,Oklahoma
1684,198004,44.7,-1.9,Oklahoma
1685,198104,49.3,2.7,Oklahoma
1686,198204,44.8,-1.8,Oklahoma
1687,198304,44.7,-1.9,Oklahoma
1688,198404,45.1,-1.5,Oklahoma
1689,198504,45.5,-1.1,Oklahoma
1690,198604,50.6,4,Oklahoma
1691,198704,47.2,0.6,Oklahoma
1692,198804,44.5,-2.1,Oklahoma
1693,198904,46.5,-0.1,Oklahoma
1694,199004,49.3,2.7,Oklahoma
1695,199104,48.7,2.1,Oklahoma
1696,199204,50.3,3.7,Oklahoma
1697,199304,44.3,-2.3,Oklahoma
1698,199404,46.4,-0.2,Oklahoma
1699,199504,47.9,1.3,Oklahoma
1700,199604,45.6,-1,Oklahoma
1701,199704,46.4,-0.2,Oklahoma
1702,199804,47.1,0.5,Oklahoma
1703,199904,49.4,2.8,Oklahoma
1704,200004,49.9,3.3,Oklahoma
1705,200104,46.8,0.2,Oklahoma
1706,200204,47.4,0.8,Oklahoma
1707,200304,46.5,-0.1,Oklahoma
1708,200404,48.3,1.7,Oklahoma
1709,200504,48.7,2.1,Oklahoma
1710,200604,51.8,5.2,Oklahoma
1711,200704,47.1,0.5,Oklahoma
1712,200804,47,0.4,Oklahoma
1713,200904,48.8,2.2,Oklahoma
1714,201004,45.4,-1.2,Oklahoma
1715,201104,47.2,0.6,Oklahoma
1716,196004,36,-0.7,Oregon
1717,196104,39,2.3,Oregon
1718,196204,35.9,-0.8,Oregon
1719,196304,36.9,0.2,Oregon
1720,196404,35.2,-1.5,Oregon
1721,196504,38.1,1.4,Oregon
1722,196604,37.3,0.6,Oregon
1723,196704,36.9,0.2,Oregon
1724,196804,38.7,2,Oregon
1725,196904,35.1,-1.6,Oregon
1726,197004,37.3,0.6,Oregon
1727,197104,36.3,-0.4,Oregon
1728,197204,36.8,0.1,Oregon
1729,197304,36.9,0.2,Oregon
1730,197404,36.2,-0.5,Oregon
1731,197504,34.7,-2,Oregon
1732,197604,36.1,-0.6,Oregon
1733,197704,37,0.3,Oregon
1734,197804,39.6,2.9,Oregon
1735,197904,35,-1.7,Oregon
1736,198004,37.8,1.1,Oregon
1737,198104,39.2,2.5,Oregon
1738,198204,35,-1.7,Oregon
1739,198304,39.2,2.5,Oregon
1740,198404,36.8,0.1,Oregon
1741,198504,35.1,-1.6,Oregon
1742,198604,40.1,3.4,Oregon
1743,198704,38.8,2.1,Oregon
1744,198804,38.3,1.6,Oregon
1745,198904,35.8,-0.9,Oregon
1746,199004,39.3,2.6,Oregon
1747,199104,38.1,1.4,Oregon
1748,199204,42.2,5.5,Oregon
1749,199304,34.9,-1.8,Oregon
1750,199404,39.6,2.9,Oregon
1751,199504,39.4,2.7,Oregon
1752,199604,38.6,1.9,Oregon
1753,199704,37.9,1.2,Oregon
1754,199804,38.8,2.1,Oregon
1755,199904,36.8,0.1,Oregon
1756,200004,39,2.3,Oregon
1757,200104,37.1,0.4,Oregon
1758,200204,37.3,0.6,Oregon
1759,200304,39.3,2.6,Oregon
1760,200404,39.6,2.9,Oregon
1761,200504,39.2,2.5,Oregon
1762,200604,37.5,0.8,Oregon
1763,200704,38.7,2,Oregon
1764,200804,35.3,-1.4,Oregon
1765,200904,37.3,0.6,Oregon
1766,201004,39,2.3,Oregon
1767,201104,36,-0.7,Oregon
1768,196004,33.2,-0.4,Pennsylvania
1769,196104,32,-1.6,Pennsylvania
1770,196204,32.5,-1.1,Pennsylvania
1771,196304,31,-2.6,Pennsylvania
1772,196404,33.2,-0.4,Pennsylvania
1773,196504,31.4,-2.2,Pennsylvania
1774,196604,32.5,-1.1,Pennsylvania
1775,196704,33.9,0.3,Pennsylvania
1776,196804,32.6,-1,Pennsylvania
1777,196904,33.2,-0.4,Pennsylvania
1778,197004,30.5,-3.1,Pennsylvania
1779,197104,31.3,-2.3,Pennsylvania
1780,197204,32.2,-1.4,Pennsylvania
1781,197304,36.1,2.5,Pennsylvania
1782,197404,35.5,1.9,Pennsylvania
1783,197504,33.3,-0.3,Pennsylvania
1784,197604,36.1,2.5,Pennsylvania
1785,197704,32.4,-1.2,Pennsylvania
1786,197804,28.7,-4.9,Pennsylvania
1787,197904,31.1,-2.5,Pennsylvania
1788,198004,32.4,-1.2,Pennsylvania
1789,198104,33.5,-0.1,Pennsylvania
1790,198204,31,-2.6,Pennsylvania
1791,198304,35.2,1.6,Pennsylvania
1792,198404,32.6,-1,Pennsylvania
1793,198504,34.5,0.9,Pennsylvania
1794,198604,35,1.4,Pennsylvania
1795,198704,34.9,1.3,Pennsylvania
1796,198804,33,-0.6,Pennsylvania
1797,198904,34.8,1.2,Pennsylvania
1798,199004,39.3,5.7,Pennsylvania
1799,199104,37.1,3.5,Pennsylvania
1800,199204,35.1,1.5,Pennsylvania
1801,199304,33.5,-0.1,Pennsylvania
1802,199404,31.6,-2,Pennsylvania
1803,199504,34.6,1,Pennsylvania
1804,199604,32.4,-1.2,Pennsylvania
1805,199704,35.1,1.5,Pennsylvania
1806,199804,39.8,6.2,Pennsylvania
1807,199904,35.4,1.8,Pennsylvania
1808,200004,36.8,3.2,Pennsylvania
1809,200104,35,1.4,Pennsylvania
1810,200204,38.8,5.2,Pennsylvania
1811,200304,32.4,-1.2,Pennsylvania
1812,200404,33.7,0.1,Pennsylvania
1813,200504,34.6,1,Pennsylvania
1814,200604,38.1,4.5,Pennsylvania
1815,200704,33.4,-0.2,Pennsylvania
1816,200804,35.9,2.3,Pennsylvania
1817,200904,34.4,0.8,Pennsylvania
1818,201004,36.5,2.9,Pennsylvania
1819,201104,34.3,0.7,Pennsylvania
1820,196004,34.7,0.5,Rhode Island
1821,196104,32.7,-1.5,Rhode Island
1822,196204,33.8,-0.4,Rhode Island
1823,196304,33.7,-0.5,Rhode Island
1824,196404,34.4,0.2,Rhode Island
1825,196504,32.3,-1.9,Rhode Island
1826,196604,34.2,0,Rhode Island
1827,196704,33.4,-0.8,Rhode Island
1828,196804,33.5,-0.7,Rhode Island
1829,196904,34.3,0.1,Rhode Island
1830,197004,32.3,-1.9,Rhode Island
1831,197104,32.6,-1.6,Rhode Island
1832,197204,33.3,-0.9,Rhode Island
1833,197304,37.2,3,Rhode Island
1834,197404,35.9,1.7,Rhode Island
1835,197504,34.9,0.7,Rhode Island
1836,197604,36.6,2.4,Rhode Island
1837,197704,34.2,0,Rhode Island
1838,197804,31.2,-3,Rhode Island
1839,197904,33.9,-0.3,Rhode Island
1840,198004,34.4,0.2,Rhode Island
1841,198104,34.8,0.6,Rhode Island
1842,198204,32.7,-1.5,Rhode Island
1843,198304,36.4,2.2,Rhode Island
1844,198404,34.7,0.5,Rhode Island
1845,198504,35.1,0.9,Rhode Island
1846,198604,35.8,1.6,Rhode Island
1847,198704,35,0.8,Rhode Island
1848,198804,34.5,0.3,Rhode Island
1849,198904,35.3,1.1,Rhode Island
1850,199004,38.4,4.2,Rhode Island
1851,199104,37.9,3.7,Rhode Island
1852,199204,34.7,0.5,Rhode Island
1853,199304,34,-0.2,Rhode Island
1854,199404,32.9,-1.3,Rhode Island
1855,199504,36.9,2.7,Rhode Island
1856,199604,34.2,0,Rhode Island
1857,199704,36.5,2.3,Rhode Island
1858,199804,39.7,5.5,Rhode Island
1859,199904,37.5,3.3,Rhode Island
1860,200004,37.1,2.9,Rhode Island
1861,200104,35.4,1.2,Rhode Island
1862,200204,39.7,5.5,Rhode Island
1863,200304,32.4,-1.8,Rhode Island
1864,200404,34.3,0.1,Rhode Island
1865,200504,34.6,0.4,Rhode Island
1866,200604,38.2,4,Rhode Island
1867,200704,34.9,0.7,Rhode Island
1868,200804,37.7,3.5,Rhode Island
1869,200904,35.5,1.3,Rhode Island
1870,201004,38.9,4.7,Rhode Island
1871,201104,35.3,1.1,Rhode Island
1872,196004,48.7,-3.1,South Carolina
1873,196104,50.7,-1.1,South Carolina
1874,196204,50.8,-1,South Carolina
1875,196304,50.5,-1.3,South Carolina
1876,196404,50.2,-1.6,South Carolina
1877,196504,51.4,-0.4,South Carolina
1878,196604,49.3,-2.5,South Carolina
1879,196704,52.8,1,South Carolina
1880,196804,48.8,-3,South Carolina
1881,196904,48.9,-2.9,South Carolina
1882,197004,50.1,-1.7,South Carolina
1883,197104,49.7,-2.1,South Carolina
1884,197204,52.5,0.7,South Carolina
1885,197304,51.3,-0.5,South Carolina
1886,197404,56.2,4.4,South Carolina
1887,197504,53.1,1.3,South Carolina
1888,197604,53.9,2.1,South Carolina
1889,197704,49.9,-1.9,South Carolina
1890,197804,47.7,-4.1,South Carolina
1891,197904,50.4,-1.4,South Carolina
1892,198004,49.9,-1.9,South Carolina
1893,198104,50.5,-1.3,South Carolina
1894,198204,51.4,-0.4,South Carolina
1895,198304,49.1,-2.7,South Carolina
1896,198404,50.8,-1,South Carolina
1897,198504,51.6,-0.2,South Carolina
1898,198604,52.9,1.1,South Carolina
1899,198704,50.1,-1.7,South Carolina
1900,198804,49.9,-1.9,South Carolina
1901,198904,53.7,1.9,South Carolina
1902,199004,56.1,4.3,South Carolina
1903,199104,54.4,2.6,South Carolina
1904,199204,52.6,0.8,South Carolina
1905,199304,50.7,-1.1,South Carolina
1906,199404,52.8,1,South Carolina
1907,199504,52.8,1,South Carolina
1908,199604,50.4,-1.4,South Carolina
1909,199704,54,2.2,South Carolina
1910,199804,53.1,1.3,South Carolina
1911,199904,53.8,2,South Carolina
1912,200004,52.8,1,South Carolina
1913,200104,52.6,0.8,South Carolina
1914,200204,54.6,2.8,South Carolina
1915,200304,51.6,-0.2,South Carolina
1916,200404,51.7,-0.1,South Carolina
1917,200504,52.2,0.4,South Carolina
1918,200604,54.4,2.6,South Carolina
1919,200704,53.3,1.5,South Carolina
1920,200804,52.8,1,South Carolina
1921,200904,51.7,-0.1,South Carolina
1922,201004,49.7,-2.1,South Carolina
1923,201104,53,1.2,South Carolina
1924,196004,23.9,-3.7,South Dakota
1925,196104,30.1,2.5,South Dakota
1926,196204,25.3,-2.3,South Dakota
1927,196304,28.6,1,South Dakota
1928,196404,29.9,2.3,South Dakota
1929,196504,23.9,-3.7,South Dakota
1930,196604,23.9,-3.7,South Dakota
1931,196704,29.4,1.8,South Dakota
1932,196804,29.6,2,South Dakota
1933,196904,24.3,-3.3,South Dakota
1934,197004,24.8,-2.8,South Dakota
1935,197104,26,-1.6,South Dakota
1936,197204,25.3,-2.3,South Dakota
1937,197304,31.1,3.5,South Dakota
1938,197404,30.3,2.7,South Dakota
1939,197504,24.5,-3.1,South Dakota
1940,197604,31.9,4.3,South Dakota
1941,197704,29.9,2.3,South Dakota
1942,197804,21.5,-6.1,South Dakota
1943,197904,20.5,-7.1,South Dakota
1944,198004,28.5,0.9,South Dakota
1945,198104,35,7.4,South Dakota
1946,198204,23.8,-3.8,South Dakota
1947,198304,31.9,4.3,South Dakota
1948,198404,30.6,3,South Dakota
1949,198504,29.1,1.5,South Dakota
1950,198604,31,3.4,South Dakota
1951,198704,35.3,7.7,South Dakota
1952,198804,28.2,0.6,South Dakota
1953,198904,26.8,-0.8,South Dakota
1954,199004,33.7,6.1,South Dakota
1955,199104,32.1,4.5,South Dakota
1956,199204,35.3,7.7,South Dakota
1957,199304,25.6,-2,South Dakota
1958,199404,25.8,-1.8,South Dakota
1959,199504,28.9,1.3,South Dakota
1960,199604,25,-2.6,South Dakota
1961,199704,26.2,-1.4,South Dakota
1962,199804,31.3,3.7,South Dakota
1963,199904,33,5.4,South Dakota
1964,200004,33.9,6.3,South Dakota
1965,200104,27.8,0.2,South Dakota
1966,200204,30.1,2.5,South Dakota
1967,200304,29.7,2.1,South Dakota
1968,200404,31.3,3.7,South Dakota
1969,200504,32.3,4.7,South Dakota
1970,200604,34.5,6.9,South Dakota
1971,200704,29.6,2,South Dakota
1972,200804,27.4,-0.2,South Dakota
1973,200904,28.1,0.5,South Dakota
1974,201004,28.8,1.2,South Dakota
1975,201104,24.9,-2.7,South Dakota
1976,196004,42.3,-3.6,Tennessee
1977,196104,45.4,-0.5,Tennessee
1978,196204,44.6,-1.3,Tennessee
1979,196304,44,-1.9,Tennessee
1980,196404,45.1,-0.8,Tennessee
1981,196504,45.1,-0.8,Tennessee
1982,196604,43.9,-2,Tennessee
1983,196704,47.6,1.7,Tennessee
1984,196804,42.9,-3,Tennessee
1985,196904,43.4,-2.5,Tennessee
1986,197004,43.1,-2.8,Tennessee
1987,197104,43.5,-2.4,Tennessee
1988,197204,46.3,0.4,Tennessee
1989,197304,46,0.1,Tennessee
1990,197404,49.1,3.2,Tennessee
1991,197504,46.1,0.2,Tennessee
1992,197604,47.8,1.9,Tennessee
1993,197704,43.5,-2.4,Tennessee
1994,197804,40.1,-5.8,Tennessee
1995,197904,42.5,-3.4,Tennessee
1996,198004,43.3,-2.6,Tennessee
1997,198104,45.2,-0.7,Tennessee
1998,198204,44.4,-1.5,Tennessee
1999,198304,44.1,-1.8,Tennessee
2000,198404,44.2,-1.7,Tennessee
2001,198504,44,-1.9,Tennessee
2002,198604,46.9,1,Tennessee
2003,198704,45.8,-0.1,Tennessee
2004,198804,44.1,-1.8,Tennessee
2005,198904,47.1,1.2,Tennessee
2006,199004,49.8,3.9,Tennessee
2007,199104,48.2,2.3,Tennessee
2008,199204,47.3,1.4,Tennessee
2009,199304,44.8,-1.1,Tennessee
2010,199404,45.6,-0.3,Tennessee
2011,199504,46.9,1,Tennessee
2012,199604,43.2,-2.7,Tennessee
2013,199704,47,1.1,Tennessee
2014,199804,48.1,2.2,Tennessee
2015,199904,48.2,2.3,Tennessee
2016,200004,47.8,1.9,Tennessee
2017,200104,46.2,0.3,Tennessee
2018,200204,47.5,1.6,Tennessee
2019,200304,45.4,-0.5,Tennessee
2020,200404,46.6,0.7,Tennessee
2021,200504,48,2.1,Tennessee
2022,200604,49.1,3.2,Tennessee
2023,200704,46.9,1,Tennessee
2024,200804,46.2,0.3,Tennessee
2025,200904,46.3,0.4,Tennessee
2026,201004,43.7,-2.2,Tennessee
2027,201104,47.2,1.3,Tennessee
2028,196004,51.3,-2.7,Texas
2029,196104,53.2,-0.8,Texas
2030,196204,53.4,-0.6,Texas
2031,196304,54,0,Texas
2032,196404,52.7,-1.3,Texas
2033,196504,53.3,-0.7,Texas
2034,196604,51.7,-2.3,Texas
2035,196704,56.8,2.8,Texas
2036,196804,51.7,-2.3,Texas
2037,196904,53.3,-0.7,Texas
2038,197004,52.1,-1.9,Texas
2039,197104,54.9,0.9,Texas
2040,197204,56.9,2.9,Texas
2041,197304,51.4,-2.6,Texas
2042,197404,56.2,2.2,Texas
2043,197504,53.7,-0.3,Texas
2044,197604,56.2,2.2,Texas
2045,197704,52.4,-1.6,Texas
2046,197804,50.6,-3.4,Texas
2047,197904,51.1,-2.9,Texas
2048,198004,53.2,-0.8,Texas
2049,198104,54.8,0.8,Texas
2050,198204,53.9,-0.1,Texas
2051,198304,52.1,-1.9,Texas
2052,198404,53.4,-0.6,Texas
2053,198504,53,-1,Texas
2054,198604,57.6,3.6,Texas
2055,198704,52.8,-1.2,Texas
2056,198804,52.7,-1.3,Texas
2057,198904,54.9,0.9,Texas
2058,199004,56.4,2.4,Texas
2059,199104,55.6,1.6,Texas
2060,199204,55.5,1.5,Texas
2061,199304,53.5,-0.5,Texas
2062,199404,54.8,0.8,Texas
2063,199504,55.4,1.4,Texas
2064,199604,54.1,0.1,Texas
2065,199704,53.3,-0.7,Texas
2066,199804,54.9,0.9,Texas
2067,199904,57.9,3.9,Texas
2068,200004,58.8,4.8,Texas
2069,200104,54.2,0.2,Texas
2070,200204,55.1,1.1,Texas
2071,200304,54.6,0.6,Texas
2072,200404,55.6,1.6,Texas
2073,200504,55.9,1.9,Texas
2074,200604,58.7,4.7,Texas
2075,200704,53.9,-0.1,Texas
2076,200804,55.8,1.8,Texas
2077,200904,56.9,2.9,Texas
2078,201004,52.1,-1.9,Texas
2079,201104,56.5,2.5,Texas
2080,196004,33.5,-1.1,Utah
2081,196104,36,1.4,Utah
2082,196204,33.9,-0.7,Utah
2083,196304,34,-0.6,Utah
2084,196404,30.7,-3.9,Utah
2085,196504,34.8,0.2,Utah
2086,196604,33.9,-0.7,Utah
2087,196704,35,0.4,Utah
2088,196804,34.3,-0.3,Utah
2089,196904,34.6,0,Utah
2090,197004,35.1,0.5,Utah
2091,197104,35.1,0.5,Utah
2092,197204,38,3.4,Utah
2093,197304,30.2,-4.4,Utah
2094,197404,33.2,-1.4,Utah
2095,197504,32,-2.6,Utah
2096,197604,34.2,-0.4,Utah
2097,197704,35.1,0.5,Utah
2098,197804,37.5,2.9,Utah
2099,197904,31.3,-3.3,Utah
2100,198004,36,1.4,Utah
2101,198104,38.5,3.9,Utah
2102,198204,33.6,-1,Utah
2103,198304,35.6,1,Utah
2104,198404,30.7,-3.9,Utah
2105,198504,33.2,-1.4,Utah
2106,198604,39.3,4.7,Utah
2107,198704,35.9,1.3,Utah
2108,198804,34.2,-0.4,Utah
2109,198904,35.2,0.6,Utah
2110,199004,37.3,2.7,Utah
2111,199104,34.2,-0.4,Utah
2112,199204,38.6,4,Utah
2113,199304,34.9,0.3,Utah
2114,199404,37.7,3.1,Utah
2115,199504,38.1,3.5,Utah
2116,199604,37.4,2.8,Utah
2117,199704,35.3,0.7,Utah
2118,199804,36.2,1.6,Utah
2119,199904,37.4,2.8,Utah
2120,200004,39.4,4.8,Utah
2121,200104,36.6,2,Utah
2122,200204,35.2,0.6,Utah
2123,200304,38.1,3.5,Utah
2124,200404,36.4,1.8,Utah
2125,200504,37.8,3.2,Utah
2126,200604,36.5,1.9,Utah
2127,200704,37,2.4,Utah
2128,200804,33.4,-1.2,Utah
2129,200904,36.8,2.2,Utah
2130,201004,34.9,0.3,Utah
2131,201104,34.2,-0.4,Utah
2132,196004,25.4,0.7,Vermont
2133,196104,23.1,-1.6,Vermont
2134,196204,24.2,-0.5,Vermont
2135,196304,23,-1.7,Vermont
2136,196404,26,1.3,Vermont
2137,196504,22.8,-1.9,Vermont
2138,196604,24.9,0.2,Vermont
2139,196704,23.6,-1.1,Vermont
2140,196804,24,-0.7,Vermont
2141,196904,25.3,0.6,Vermont
2142,197004,22.1,-2.6,Vermont
2143,197104,22.1,-2.6,Vermont
2144,197204,22.7,-2,Vermont
2145,197304,28.1,3.4,Vermont
2146,197404,25.1,0.4,Vermont
2147,197504,24.6,-0.1,Vermont
2148,197604,26,1.3,Vermont
2149,197704,26,1.3,Vermont
2150,197804,21.1,-3.6,Vermont
2151,197904,24.7,0,Vermont
2152,198004,25.5,0.8,Vermont
2153,198104,27,2.3,Vermont
2154,198204,22,-2.7,Vermont
2155,198304,27.5,2.8,Vermont
2156,198404,26,1.3,Vermont
2157,198504,25.7,1,Vermont
2158,198604,26.9,2.2,Vermont
2159,198704,26.3,1.6,Vermont
2160,198804,25.6,0.9,Vermont
2161,198904,25.3,0.6,Vermont
2162,199004,29.9,5.2,Vermont
2163,199104,28.8,4.1,Vermont
2164,199204,24.3,-0.4,Vermont
2165,199304,24,-0.7,Vermont
2166,199404,21.5,-3.2,Vermont
2167,199504,27.1,2.4,Vermont
2168,199604,24.8,0.1,Vermont
2169,199704,25.5,0.8,Vermont
2170,199804,30.6,5.9,Vermont
2171,199904,27.4,2.7,Vermont
2172,200004,27.4,2.7,Vermont
2173,200104,25.6,0.9,Vermont
2174,200204,30.6,5.9,Vermont
2175,200304,22.4,-2.3,Vermont
2176,200404,24.4,-0.3,Vermont
2177,200504,25.9,1.2,Vermont
2178,200604,29.8,5.1,Vermont
2179,200704,24.2,-0.5,Vermont
2180,200804,28.2,3.5,Vermont
2181,200904,26.1,1.4,Vermont
2182,201004,31.4,6.7,Vermont
2183,201104,25.6,0.9,Vermont
2184,196004,40.5,-2,Virginia
2185,196104,41.5,-1,Virginia
2186,196204,41.2,-1.3,Virginia
2187,196304,41.1,-1.4,Virginia
2188,196404,41.8,-0.7,Virginia
2189,196504,41.1,-1.4,Virginia
2190,196604,40.1,-2.4,Virginia
2191,196704,43.2,0.7,Virginia
2192,196804,40.5,-2,Virginia
2193,196904,40.4,-2.1,Virginia
2194,197004,39.9,-2.6,Virginia
2195,197104,40.3,-2.2,Virginia
2196,197204,42.5,0,Virginia
2197,197304,43.2,0.7,Virginia
2198,197404,46.2,3.7,Virginia
2199,197504,42.6,0.1,Virginia
2200,197604,45.4,2.9,Virginia
2201,197704,41.4,-1.1,Virginia
2202,197804,37.9,-4.6,Virginia
2203,197904,40.3,-2.2,Virginia
2204,198004,40.8,-1.7,Virginia
2205,198104,41.7,-0.8,Virginia
2206,198204,40.7,-1.8,Virginia
2207,198304,41.8,-0.7,Virginia
2208,198404,41.3,-1.2,Virginia
2209,198504,42.8,0.3,Virginia
2210,198604,43.1,0.6,Virginia
2211,198704,41.2,-1.3,Virginia
